시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
전북,익산시,10,142,6,46,160,4
전북,익산시,11,150,1,36,190,0
전북,익산시,12,129,1,44,166,1
전남,목포시,1,123,3,32,176,6
전남,목포시,2,107,3,26,184,5
전남,목포시,3,121,0,28,166,4
전남,목포시,4,150,4,35,196,2
전남,목포시,5,148,1,38,164,19
전남,목포시,6,128,2,40,147,6
전남,목포시,7,134,4,42,170,1
전남,목포시,8,144,2,38,215,2
전남,목포시,9,141,0,24,209,4
전남,목포시,10,129,1,24,195,2
전남,목포시,11,132,1,24,195,6
전남,목포시,12,138,0,38,185,2
전남,여수시,1,111,4,32,130,3
전남,여수시,2,99,1,34,105,1
전남,여수시,3,127,4,33,155,0
전남,여수시,4,129,6,66,162,1
전남,여수시,5,134,7,38,194,2
전남,여수시,6,107,6,33,122,0
전남,여수시,7,91,2,34,114,2
전남,여수시,8,121,2,39,163,2
전남,여수시,9,127,4,52,139,1
전남,여수시,10,115,5,32,142,5
전남,여수시,11,97,4,37,103,2
전남,여수시,12,124,4,34,147,5
전남,순천시,1,114,8,47,118,10
전남,순천시,2,96,0,34,123,9
전남,순천시,3,113,4,32,112,6
전남,순천시,4,121,2,43,130,8
전남,순천시,5,111,6,38,140,8
전남,순천시,6,127,4,51,130,6
전남,순천시,7,132,1,59,164,5
전남,순천시,8,122,3,46,138,8
전남,순천시,9,142,2,56,181,10
전남,순천시,10,126,3,53,117,8
전남,순천시,11,129,3,52,133,10
전남,순천시,12,121,5,62,104,13
전남,나주시,1,40,0,14,66,8
전남,나주시,2,37,2,12,38,5
전남,나주시,3,46,3,14,54,7
전남,나주시,4,60,2,15,84,13
전남,나주시,5,43,2,19,66,4
전남,나주시,6,63,2,20,64,9
전남,나주시,7,54,4,16,59,4
전남,나주시,8,52,3,23,61,10
전남,나주시,9,64,2,28,76,4
전남,나주시,10,72,3,23,95,7
전남,나주시,11,49,5,15,55,5
전남,나주시,12,59,2,16,76,6
전남,광양시,1,68,3,22,93,4
전남,광양시,2,66,6,22,76,6
전남,광양시,3,78,3,21,106,7
전남,광양시,4,75,0,23,82,8
전남,광양시,5,59,1,17,58,6
전남,광양시,6,85,0,26,105,7
전남,광양시,7,77,2,25,99,6
전남,광양시,8,79,3,27,104,8
전남,광양시,9,73,1,21,72,7
전남,광양시,10,70,4,34,65,4
전남,광양시,11,66,1,23,86,1
전남,광양시,12,71,1,23,88,5
전남,담양군,1,28,3,8,42,1
전남,담양군,2,20,1,4,30,0
전남,담양군,3,32,1,5,42,1
전남,담양군,4,24,1,7,25,0
전남,담양군,5,36,1,13,53,0
전남,담양군,6,27,0,8,34,3
전남,담양군,7,35,1,5,76,0
전남,담양군,8,40,1,10,60,4
전남,담양군,9,27,0,8,43,0
전남,담양군,10,39,5,10,55,0
전남,담양군,11,26,2,7,42,1
전남,담양군,12,26,4,7,42,2
전남,곡성군,1,4,1,2,4,1
전남,곡성군,2,11,0,0,16,0
전남,곡성군,3,10,1,3,10,0
전남,곡성군,4,13,1,8,16,0
전남,곡성군,5,21,1,10,27,0
전남,곡성군,6,13,0,10,8,0
전남,곡성군,7,10,0,4,12,0
전남,곡성군,8,12,0,4,12,0
전남,곡성군,9,10,0,5,18,0
전남,곡성군,10,12,0,8,24,0
전남,곡성군,11,12,0,5,11,1
전남,곡성군,12,8,0,4,6,0
전남,구례군,1,6,0,1,5,2
전남,구례군,2,14,1,6,22,2
전남,구례군,3,15,2,5,20,2
전남,구례군,4,12,1,7,6,0
전남,구례군,5,15,0,6,12,1
전남,구례군,6,11,2,6,8,1
전남,구례군,7,10,1,9,5,1
전남,구례군,8,10,1,5,5,1
전남,구례군,9,14,1,7,10,3
전남,구례군,10,18,1,3,20,3
전남,구례군,11,13,0,6,14,1
전남,구례군,12,8,0,1,7,1
전남,고흥군,1,17,0,8,12,1
전남,고흥군,2,17,1,8,23,0
전남,고흥군,3,23,0,17,22,2
전남,고흥군,4,28,0,17,24,1
전남,고흥군,5,24,0,15,22,0
전남,고흥군,6,32,2,19,20,6
전남,고흥군,7,38,3,21,25,0
전남,고흥군,8,36,3,17,38,0
전남,고흥군,9,36,0,26,45,0
전남,고흥군,10,28,2,13,23,3
전남,고흥군,11,19,5,12,22,0
전남,고흥군,12,19,3,7,20,1
전남,보성군,1,22,1,10,29,2
전남,보성군,2,22,0,11,35,1
전남,보성군,3,17,1,10,9,2
전남,보성군,4,16,1,3,20,0
전남,보성군,5,23,5,11,18,1
전남,보성군,6,17,0,7,20,2
전남,보성군,7,20,0,10,27,1
전남,보성군,8,17,1,6,27,1
전남,보성군,9,21,0,11,20,2
전남,보성군,10,26,2,10,21,4
전남,보성군,11,19,1,14,33,1
전남,보성군,12,32,0,22,34,3
전남,화순군,1,19,1,5,31,4
전남,화순군,2,21,0,4,26,4
전남,화순군,3,30,2,6,32,3
전남,화순군,4,39,0,11,62,8
전남,화순군,5,26,0,8,39,4
전남,화순군,6,37,4,3,44,8
전남,화순군,7,30,1,17,41,2
전남,화순군,8,26,1,13,22,2
전남,화순군,9,38,0,16,53,9
전남,화순군,10,31,1,10,36,4
전남,화순군,11,27,0,10,37,0
전남,화순군,12,29,2,11,42,3
전남,장흥군,1,20,2,12,17,0
전남,장흥군,2,20,1,14,21,0
전남,장흥군,3,17,0,7,13,0
전남,장흥군,4,21,0,11,20,1
전남,장흥군,5,30,0,18,27,0
전남,장흥군,6,21,0,14,15,1
전남,장흥군,7,23,0,15,21,0
전남,장흥군,8,22,1,13,24,2
전남,장흥군,9,28,1,15,31,1
전남,장흥군,10,23,2,10,17,1
전남,장흥군,11,15,3,3,11,2
전남,장흥군,12,18,1,13,20,0
전남,강진군,1,15,2,8,11,1
전남,강진군,2,21,3,12,10,0
전남,강진군,3,14,0,5,24,0
전남,강진군,4,17,0,9,22,2
전남,강진군,5,19,1,9,20,1
전남,강진군,6,22,3,7,19,2
전남,강진군,7,17,0,6,20,1
전남,강진군,8,23,1,6,38,1
전남,강진군,9,27,1,18,15,3
전남,강진군,10,30,2,12,46,0
전남,강진군,11,16,0,16,13,1
전남,강진군,12,13,1,7,7,1
전남,해남군,1,29,2,14,28,5
전남,해남군,2,27,1,8,29,1
전남,해남군,3,30,3,12,22,2
전남,해남군,4,28,4,12,21,4
전남,해남군,5,40,5,10,54,3
전남,해남군,6,32,1,20,28,6
전남,해남군,7,30,0,14,24,8
전남,해남군,8,29,0,20,42,4
전남,해남군,9,36,2,21,27,4
전남,해남군,10,38,3,23,52,6
전남,해남군,11,37,1,13,35,7
전남,해남군,12,32,2,8,48,4
전남,영암군,1,35,2,20,48,0
전남,영암군,2,45,1,29,53,2
전남,영암군,3,33,1,11,60,1
전남,영암군,4,51,4,31,48,2
전남,영암군,5,55,4,27,79,2
전남,영암군,6,53,3,14,68,1
전남,영암군,7,38,1,9,52,0
전남,영암군,8,47,3,13,65,2
전남,영암군,9,52,0,23,78,3
전남,영암군,10,42,1,24,56,0
전남,영암군,11,44,2,12,66,0
전남,영암군,12,41,2,15,54,1
전남,무안군,1,45,4,12,49,4
전남,무안군,2,37,1,9,51,2
전남,무안군,3,38,1,20,52,0
전남,무안군,4,40,2,16,52,3
전남,무안군,5,33,0,13,37,1
전남,무안군,6,48,1,16,58,2
전남,무안군,7,37,2,13,51,1
전남,무안군,8,26,1,9,39,0
전남,무안군,9,41,2,14,46,2
전남,무안군,10,47,3,20,43,0
전남,무안군,11,31,2,8,40,0
전남,무안군,12,19,2,12,20,0
전남,함평군,1,15,1,2,17,2
전남,함평군,2,10,1,3,17,0
전남,함평군,3,7,1,3,8,0
전남,함평군,4,13,0,4,12,1
전남,함평군,5,27,1,9,43,0
전남,함평군,6,19,2,5,26,0
전남,함평군,7,10,1,5,5,3
전남,함평군,8,16,0,5,23,1
전남,함평군,9,22,0,10,31,3
전남,함평군,10,16,0,6,14,0
전남,함평군,11,16,1,3,25,4
전남,함평군,12,9,1,2,10,1
전남,영광군,1,12,0,6,8,2
전남,영광군,2,15,0,5,16,3
전남,영광군,3,24,3,6,33,0
전남,영광군,4,24,1,21,20,1
전남,영광군,5,23,1,12,23,2
전남,영광군,6,20,2,9,15,0
전남,영광군,7,20,2,6,22,1
전남,영광군,8,16,2,9,23,0
전남,영광군,9,16,3,8,11,2
전남,영광군,10,24,2,29,35,2
전남,영광군,11,18,1,8,22,2
전남,영광군,12,20,2,4,22,0
전남,장성군,1,16,1,4,19,1
전남,장성군,2,14,0,4,11,2
전남,장성군,3,16,2,3,20,3
전남,장성군,4,17,2,9,11,0
전남,장성군,5,16,0,10,17,1
전남,장성군,6,20,1,18,26,0
전남,장성군,7,20,1,5,26,3
전남,장성군,8,34,2,9,44,11
전남,장성군,9,17,1,12,15,0
전남,장성군,10,26,3,11,31,2
전남,장성군,11,27,1,20,20,3
전남,장성군,12,23,0,12,24,1
전남,완도군,1,20,1,9,18,1
전남,완도군,2,8,0,5,8,0
전남,완도군,3,12,1,8,13,0
전남,완도군,4,11,1,4,12,1
전남,완도군,5,10,0,4,7,1
전남,완도군,6,17,1,8,14,2
전남,완도군,7,17,0,15,18,0
전남,완도군,8,18,0,10,23,0
전남,완도군,9,20,1,12,23,1
전남,완도군,10,11,3,6,8,1
전남,완도군,11,25,3,23,15,3
전남,완도군,12,11,3,6,7,0
전남,진도군,1,10,0,7,11,0
전남,진도군,2,5,0,2,6,2
전남,진도군,3,8,0,4,10,2
전남,진도군,4,11,1,4,15,0
전남,진도군,5,12,1,5,10,0
전남,진도군,6,8,0,7,6,0
전남,진도군,7,8,1,7,2,0
전남,진도군,8,10,3,4,9,0
전남,진도군,9,12,0,5,13,2
전남,진도군,10,13,1,8,8,1
전남,진도군,11,12,0,2,12,0
전남,진도군,12,16,2,6,20,0
전남,신안군,1,4,1,2,2,0
전남,신안군,2,6,1,5,1,0
전남,신안군,3,9,1,5,8,0
전남,신안군,4,7,1,4,6,0
전남,신안군,5,11,0,9,11,2
전남,신안군,6,7,0,3,13,0
전남,신안군,7,6,0,9,9,0
전남,신안군,8,8,0,3,12,0
전남,신안군,9,14,1,7,11,1
전남,신안군,10,7,0,4,8,0
전남,신안군,11,12,1,4,7,3
전남,신안군,12,7,2,3,2,0
경북,포항시,1,246,5,110,247,20
경북,포항시,2,222,3,94,202,10
경북,포항시,3,243,5,109,257,12
경북,포항시,4,253,1,107,245,14
경북,포항시,5,253,9,104,266,23
경북,포항시,6,215,3,78,230,9
경북,포항시,7,249,4,83,289,12
경북,포항시,8,229,5,84,248,16
경북,포항시,9,238,4,95,253,16
경북,포항시,10,269,10,95,279,15
경북,포항시,11,266,3,92,308,9
경북,포항시,12,242,0,83,249,23
경북,경주시,1,142,7,83,122,22
경북,경주시,2,127,7,75,115,21
경북,경주시,3,165,6,92,154,22
경북,경주시,4,183,4,93,155,23
경북,경주시,5,193,3,98,206,21
경북,경주시,6,144,6,74,130,12
경북,경주시,7,168,6,103,140,21
경북,경주시,8,196,7,96,210,22
경북,경주시,9,203,4,124,185,27
경북,경주시,10,222,9,138,168,29
경북,경주시,11,174,5,116,183,20
경북,경주시,12,140,4,88,142,9
경북,김천시,1,34,2,20,22,0
경북,김천시,2,32,1,24,32,1
경북,김천시,3,54,3,28,48,2
경북,김천시,4,49,1,31,44,0
경북,김천시,5,53,3,26,54,0
경북,김천시,6,54,4,37,38,0
경북,김천시,7,54,3,35,44,1
경북,김천시,8,60,1,41,51,0
경북,김천시,9,50,2,24,33,0
경북,김천시,10,60,1,41,46,0
경북,김천시,11,54,3,25,44,0
경북,김천시,12,58,5,23,63,2
경북,안동시,1,62,1,25,64,2
경북,안동시,2,84,3,24,85,10
경북,안동시,3,94,3,45,80,5
경북,안동시,4,72,1,35,81,9
경북,안동시,5,100,1,50,96,8
경북,안동시,6,99,6,48,95,11
경북,안동시,7,92,5,37,81,11
경북,안동시,8,118,0,66,130,7
경북,안동시,9,119,5,53,107,13
경북,안동시,10,104,3,58,111,4
경북,안동시,11,81,4,26,85,5
경북,안동시,12,88,5,47,73,4
경북,구미시,1,163,1,70,141,31
경북,구미시,2,144,8,56,127,22
경북,구미시,3,180,3,88,137,29
경북,구미시,4,176,3,76,143,39
경북,구미시,5,221,2,95,162,41
경북,구미시,6,184,5,75,151,32
경북,구미시,7,183,5,70,163,31
경북,구미시,8,183,5,74,165,34
경북,구미시,9,183,3,80,181,28
경북,구미시,10,203,5,91,183,34
경북,구미시,11,196,6,83,143,36
경북,구미시,12,165,1,59,167,33
경북,영주시,1,44,1,23,38,1
경북,영주시,2,39,1,25,31,1
경북,영주시,3,69,2,35,59,1
경북,영주시,4,64,2,32,62,0
경북,영주시,5,53,1,28,44,0
경북,영주시,6,50,1,25,46,1
경북,영주시,7,52,0,28,52,0
경북,영주시,8,56,1,21,57,1
경북,영주시,9,70,0,33,73,1
경북,영주시,10,72,2,19,77,1
경북,영주시,11,56,2,39,53,0
경북,영주시,12,57,2,23,46,3
경북,영천시,1,42,3,22,30,0
경북,영천시,2,45,1,21,50,3
경북,영천시,3,40,3,21,29,2
경북,영천시,4,48,1,18,46,3
경북,영천시,5,73,3,38,56,3
경북,영천시,6,55,4,25,52,1
경북,영천시,7,73,3,31,87,4
경북,영천시,8,72,6,32,66,2
경북,영천시,9,67,1,40,59,6
경북,영천시,10,69,5,34,64,3
경북,영천시,11,68,4,33,79,13
경북,영천시,12,59,2,36,50,2
경북,문경시,1,22,3,11,20,0
경북,문경시,2,21,0,10,18,0
경북,문경시,3,32,1,18,23,2
경북,문경시,4,31,2,13,26,4
경북,문경시,5,39,2,17,25,2
경북,문경시,6,36,0,19,51,2
경북,문경시,7,34,1,12,37,1
경북,문경시,8,41,0,19,51,1
경북,문경시,9,51,1,24,48,1
경북,문경시,10,38,0,19,40,2
경북,문경시,11,31,1,19,39,0
경북,문경시,12,25,3,12,22,0
경북,상주시,1,37,1,26,18,6
경북,상주시,2,30,1,16,21,4
경북,상주시,3,41,1,15,32,14
경북,상주시,4,44,3,22,35,4
경북,상주시,5,63,2,30,44,11
경북,상주시,6,50,0,27,43,3
경북,상주시,7,62,2,36,43,9
경북,상주시,8,60,1,38,45,1
경북,상주시,9,58,3,40,40,1
경북,상주시,10,63,5,42,68,5
경북,상주시,11,47,3,34,27,1
경북,상주시,12,55,2,42,40,1
경북,군위군,1,7,0,4,10,2
경북,군위군,2,7,1,5,4,1
경북,군위군,3,8,1,5,5,0
경북,군위군,4,11,0,10,8,0
경북,군위군,5,13,0,6,19,0
경북,군위군,6,8,1,8,4,0
경북,군위군,7,10,0,4,6,2
경북,군위군,8,10,2,5,5,2
경북,군위군,9,13,1,6,7,1
경북,군위군,10,17,3,14,6,5
경북,군위군,11,14,1,14,5,1
경북,군위군,12,9,2,7,4,0
경북,의성군,1,17,1,11,12,1
경북,의성군,2,20,0,13,16,2
경북,의성군,3,24,2,28,15,0
경북,의성군,4,22,0,11,18,0
경북,의성군,5,17,0,11,9,2
경북,의성군,6,17,0,8,14,1
경북,의성군,7,25,0,15,24,1
경북,의성군,8,13,2,6,14,1
경북,의성군,9,24,1,12,30,0
경북,의성군,10,31,2,24,17,0
경북,의성군,11,20,3,12,14,0
경북,의성군,12,20,1,15,12,1
경북,청송군,1,9,1,3,10,0
경북,청송군,2,10,0,7,11,0
경북,청송군,3,8,0,5,4,1
경북,청송군,4,4,1,3,1,0
경북,청송군,5,12,1,7,8,2
경북,청송군,6,7,0,4,5,1
경북,청송군,7,6,0,5,5,0
경북,청송군,8,17,0,18,11,2
경북,청송군,9,8,0,4,5,0
경북,청송군,10,17,1,16,7,1
경북,청송군,11,12,1,5,9,0
경북,청송군,12,10,1,6,8,0
경북,영양군,1,6,1,4,5,1
경북,영양군,2,3,0,2,4,0
경북,영양군,3,9,1,3,6,0
경북,영양군,4,10,1,4,7,0
경북,영양군,5,7,0,4,8,1
경북,영양군,6,8,0,3,7,5
경북,영양군,7,6,1,4,4,0
경북,영양군,8,6,1,7,10,0
경북,영양군,9,5,0,3,3,1
경북,영양군,10,7,0,4,10,0
경북,영양군,11,8,1,2,7,0
경북,영양군,12,3,0,3,2,0
경북,영덕군,1,21,0,13,25,5
경북,영덕군,2,16,0,9,20,4
경북,영덕군,3,18,2,16,16,0
경북,영덕군,4,18,0,11,15,0
경북,영덕군,5,29,3,27,33,3
경북,영덕군,6,19,1,9,14,4
경북,영덕군,7,19,1,12,22,1
경북,영덕군,8,31,1,19,38,3
경북,영덕군,9,22,0,18,12,0
경북,영덕군,10,22,2,21,12,1
경북,영덕군,11,24,2,14,27,1
경북,영덕군,12,27,0,8,33,0
경북,청도군,1,19,1,15,35,1
경북,청도군,2,10,0,2,17,0
경북,청도군,3,19,1,20,20,1
경북,청도군,4,21,1,19,17,0
경북,청도군,5,16,0,16,15,0
경북,청도군,6,23,0,15,25,0
경북,청도군,7,21,1,22,14,5
경북,청도군,8,33,0,12,53,2
경북,청도군,9,22,1,18,19,3
경북,청도군,10,26,1,16,24,6
경북,청도군,11,18,3,16,10,2
경북,청도군,12,17,0,11,13,1
경북,고령군,1,19,2,4,23,0
경북,고령군,2,17,3,12,18,0
경북,고령군,3,17,1,8,15,0
경북,고령군,4,14,0,8,17,0
경북,고령군,5,24,2,19,27,0
경북,고령군,6,26,1,7,34,4
경북,고령군,7,17,1,9,9,0
경북,고령군,8,20,0,6,27,0
경북,고령군,9,28,2,22,29,0
경북,고령군,10,20,0,16,20,0
경북,고령군,11,12,1,9,17,0
경북,고령군,12,23,0,13,27,0
경북,성주군,1,23,1,9,30,0
경북,성주군,2,13,0,6,18,0
경북,성주군,3,20,2,10,20,0
경북,성주군,4,26,3,11,19,0
경북,성주군,5,28,2,21,24,1
경북,성주군,6,17,2,8,14,0
경북,성주군,7,22,3,11,25,0
경북,성주군,8,24,1,15,21,0
경북,성주군,9,23,2,8,22,0
경북,성주군,10,22,2,12,14,0
경북,성주군,11,14,2,9,10,0
경북,성주군,12,19,1,11,13,0
경북,칠곡군,1,57,4,39,66,15
경북,칠곡군,2,38,1,13,36,13
경북,칠곡군,3,65,2,34,58,24
경북,칠곡군,4,64,1,32,57,17
경북,칠곡군,5,52,3,29,39,15
경북,칠곡군,6,60,2,25,44,22
경북,칠곡군,7,77,9,45,45,24
경북,칠곡군,8,71,1,29,73,14
경북,칠곡군,9,79,2,40,93,23
경북,칠곡군,10,68,4,36,77,18
경북,칠곡군,11,57,1,22,49,14
경북,칠곡군,12,72,4,37,52,21
경북,예천군,1,11,1,15,4,0
경북,예천군,2,10,0,13,1,0
경북,예천군,3,23,0,18,20,0
경북,예천군,4,13,0,16,10,1
경북,예천군,5,19,0,19,7,1
경북,예천군,6,15,4,9,6,0
경북,예천군,7,27,0,32,9,0
경북,예천군,8,16,1,11,15,0
경북,예천군,9,16,1,12,6,0
경북,예천군,10,26,2,29,15,0
경북,예천군,11,18,1,16,11,0
경북,예천군,12,26,0,22,16,1
경북,봉화군,1,17,0,12,12,5
경북,봉화군,2,8,1,7,7,0
경북,봉화군,3,13,1,8,14,0
경북,봉화군,4,12,1,6,8,2
경북,봉화군,5,14,0,8,8,3
경북,봉화군,6,8,0,10,7,1
경북,봉화군,7,13,1,11,16,1
경북,봉화군,8,21,0,13,31,1
경북,봉화군,9,11,0,7,7,1
경북,봉화군,10,16,0,7,17,1
경북,봉화군,11,19,1,11,13,2
경북,봉화군,12,15,1,14,12,5
경북,울진군,1,20,0,16,15,1
경북,울진군,2,16,1,10,10,1
경북,울진군,3,18,2,15,8,1
경북,울진군,4,19,2,12,11,1
경북,울진군,5,20,1,14,13,2
경북,울진군,6,12,1,5,9,0
경북,울진군,7,12,2,7,9,1
경북,울진군,8,23,0,16,11,4
경북,울진군,9,21,0,11,11,3
경북,울진군,10,29,2,13,21,5
경북,울진군,11,18,1,11,13,0
경북,울진군,12,14,0,9,12,0
경북,울릉군,1,1,0,1,0,0
경북,울릉군,3,3,0,4,4,0
경북,울릉군,4,2,0,2,2,0
경북,울릉군,5,1,0,0,1,0
경북,울릉군,6,1,0,1,1,0
경북,울릉군,7,2,0,3,4,0
경북,울릉군,8,1,0,0,1,0
경북,울릉군,9,2,0,1,1,0
경북,울릉군,10,2,0,0,2,0
경북,울릉군,12,2,0,3,0,1
경북,경산시,1,102,4,43,100,4
경북,경산시,2,83,4,33,73,5
경북,경산시,3,128,2,54,115,6
경북,경산시,4,142,5,57,139,9
경북,경산시,5,135,1,58,149,3
경북,경산시,6,136,3,51,140,19
경북,경산시,7,129,2,61,101,5
경북,경산시,8,117,1,37,108,5
경북,경산시,9,114,2,51,96,10
경북,경산시,10,164,3,54,161,5
경북,경산시,11,120,2,26,131,9
경북,경산시,12,130,3,51,114,7
경남,진주시,1,79,3,51,39,4
경남,진주시,2,80,0,64,33,2
경남,진주시,3,90,5,69,44,6
경남,진주시,4,88,4,65,49,3
경남,진주시,5,97,2,78,74,4
경남,진주시,6,67,3,45,49,3
경남,진주시,7,87,1,55,69,6
경남,진주시,8,84,3,60,50,4
경남,진주시,9,87,5,66,42,0
경남,진주시,10,99,7,79,50,1
경남,진주시,11,88,1,66,55,5
경남,진주시,12,64,2,37,47,1
경남,통영시,1,66,0,42,57,1
경남,통영시,2,59,1,37,51,6
경남,통영시,3,65,1,35,52,3
경남,통영시,4,76,3,33,67,7
경남,통영시,5,72,3,40,67,2
경남,통영시,6,86,1,46,63,6
경남,통영시,7,73,1,48,53,3
경남,통영시,8,61,0,47,54,0
경남,통영시,9,70,3,45,61,2
경남,통영시,10,68,1,28,64,3
경남,통영시,11,58,1,36,56,4
경남,통영시,12,61,0,25,54,5
경남,김해시,1,155,1,99,118,8
경남,김해시,2,154,6,90,122,6
경남,김해시,3,231,6,140,201,17
경남,김해시,4,179,3,120,146,8
경남,김해시,5,206,3,131,179,16
경남,김해시,6,204,6,109,163,11
경남,김해시,7,198,0,125,150,11
경남,김해시,8,161,3,87,108,13
경남,김해시,9,226,4,126,184,16
경남,김해시,10,203,5,129,141,25
경남,김해시,11,195,3,129,137,10
경남,김해시,12,205,3,129,182,15
경남,밀양시,1,47,1,28,34,3
경남,밀양시,2,23,1,14,13,1
경남,밀양시,3,46,0,20,35,3
경남,밀양시,4,37,1,22,23,2
경남,밀양시,5,43,2,30,29,1
경남,밀양시,6,41,1,18,34,1
경남,밀양시,7,48,4,33,36,3
경남,밀양시,8,45,1,33,32,6
경남,밀양시,9,51,4,27,38,6
경남,밀양시,10,33,2,11,33,1
경남,밀양시,11,40,3,15,45,3
경남,밀양시,12,35,2,21,18,0
경남,거제시,1,101,0,42,101,19
경남,거제시,2,88,0,54,69,9
경남,거제시,3,100,0,54,106,13
경남,거제시,4,116,1,59,119,18
경남,거제시,5,109,3,41,96,13
경남,거제시,6,94,1,46,78,5
경남,거제시,7,102,3,115,81,8
경남,거제시,8,112,1,53,121,12
경남,거제시,9,94,2,40,82,12
경남,거제시,10,118,1,43,96,18
경남,거제시,11,107,1,45,104,11
경남,거제시,12,113,1,50,107,3
경남,의령군,1,10,0,11,6,6
경남,의령군,2,5,0,4,1,0
경남,의령군,3,14,1,7,11,0
경남,의령군,4,14,0,9,17,2
경남,의령군,5,15,2,8,11,1
경남,의령군,6,13,0,7,10,2
경남,의령군,7,15,0,11,7,1
경남,의령군,8,9,0,5,6,0
경남,의령군,9,4,0,4,1,0
경남,의령군,10,8,3,5,3,1
경남,의령군,11,7,0,4,5,0
경남,의령군,12,6,0,5,5,1
경남,함안군,1,22,0,16,28,3
경남,함안군,2,27,2,14,25,1
경남,함안군,3,26,1,12,17,2
경남,함안군,4,21,0,10,17,2
경남,함안군,5,34,3,16,23,0
경남,함안군,6,31,5,28,29,2
경남,함안군,7,28,0,28,29,1
경남,함안군,8,32,5,21,37,3
경남,함안군,9,33,4,24,21,2
경남,함안군,10,39,1,18,39,1
경남,함안군,11,27,2,12,24,0
경남,함안군,12,39,4,33,25,1
경남,창녕군,1,24,0,20,13,2
경남,창녕군,2,23,2,15,16,0
경남,창녕군,3,22,2,14,13,0
경남,창녕군,4,28,0,16,24,2
경남,창녕군,5,27,6,30,14,1
경남,창녕군,6,27,3,20,17,0
경남,창녕군,7,20,2,13,19,0
경남,창녕군,8,29,1,23,23,0
경남,창녕군,9,30,2,17,32,0
경남,창녕군,10,35,1,18,29,4
경남,창녕군,11,32,3,26,24,0
경남,창녕군,12,28,1,18,18,2
경남,양산시,1,112,1,40,72,39
경남,양산시,2,103,4,47,76,22
경남,양산시,3,121,2,42,100,40
경남,양산시,4,122,1,47,101,28
경남,양산시,5,117,0,43,83,40
경남,양산시,6,107,3,41,81,37
경남,양산시,7,131,1,37,96,41
경남,양산시,8,108,5,41,91,44
경남,양산시,9,124,2,59,90,36
경남,양산시,10,101,2,33,79,38
경남,양산시,11,116,3,43,102,34
경남,양산시,12,92,1,31,55,31
경남,고성군,1,25,1,16,29,0
경남,고성군,2,22,0,16,15,1
경남,고성군,3,15,3,10,10,0
경남,고성군,4,21,1,10,20,0
경남,고성군,5,29,1,11,24,0
경남,고성군,6,27,2,14,24,0
경남,고성군,7,24,2,15,15,0
경남,고성군,8,33,1,13,42,0
경남,고성군,9,24,3,14,16,0
경남,고성군,10,33,3,13,27,0
경남,고성군,11,21,4,21,13,1
경남,고성군,12,21,3,15,13,0
경남,사천시,1,70,1,23,68,11
경남,사천시,2,58,1,24,60,11
경남,사천시,3,68,1,18,92,9
경남,사천시,4,58,1,24,61,21
경남,사천시,5,67,6,34,55,16
경남,사천시,6,70,2,36,57,16
경남,사천시,7,60,0,12,72,34
경남,사천시,8,61,2,21,61,23
경남,사천시,9,72,3,21,79,13
경남,사천시,10,74,8,46,63,14
경남,사천시,11,63,3,25,49,12
경남,사천시,12,52,3,24,49,12
경남,남해군,1,18,1,15,12,1
경남,남해군,2,7,0,6,4,0
경남,남해군,3,12,1,8,13,0
경남,남해군,4,12,0,7,12,0
경남,남해군,5,23,1,15,29,0
경남,남해군,6,17,0,10,17,1
경남,남해군,7,24,0,10,29,3
경남,남해군,8,24,1,13,16,6
경남,남해군,9,20,0,14,7,7
경남,남해군,10,11,2,14,3,2
경남,남해군,11,15,1,8,4,4
경남,남해군,12,26,4,23,7,5
경남,하동군,1,18,1,8,10,1
경남,하동군,2,14,1,13,9,2
경남,하동군,3,16,2,6,21,2
경남,하동군,4,15,0,13,7,2
경남,하동군,5,14,1,9,11,1
경남,하동군,6,11,1,4,8,1
경남,하동군,7,17,0,8,11,2
경남,하동군,8,17,0,19,7,2
경남,하동군,9,22,3,11,12,1
경남,하동군,10,23,3,12,20,1
경남,하동군,11,13,0,8,11,2
경남,하동군,12,15,1,4,13,1
경남,산청군,1,9,0,6,5,1
경남,산청군,2,5,0,7,4,0
경남,산청군,3,9,0,15,5,2
경남,산청군,4,10,0,10,9,0
경남,산청군,5,21,3,22,13,1
경남,산청군,6,11,0,8,9,2
경남,산청군,7,12,0,5,8,2
경남,산청군,8,21,1,22,7,4
경남,산청군,9,16,4,15,6,2
경남,산청군,10,10,0,10,4,4
경남,산청군,11,12,0,12,4,2
경남,산청군,12,16,2,10,11,2
경남,함양군,1,11,2,9,6,3
경남,함양군,2,12,1,9,3,4
경남,함양군,3,6,0,2,3,3
경남,함양군,4,15,0,8,5,4
경남,함양군,5,16,2,9,10,5
경남,함양군,6,12,0,11,11,1
경남,함양군,7,8,0,6,3,2
경남,함양군,8,21,2,22,7,9
경남,함양군,9,19,0,11,9,7
경남,함양군,10,25,2,16,11,7
경남,함양군,11,19,1,18,5,6
경남,함양군,12,11,0,6,8,6
경남,거창군,1,15,1,9,12,1
경남,거창군,2,10,1,5,4,3
경남,거창군,3,22,1,17,5,1
경남,거창군,4,16,2,6,13,1
경남,거창군,5,15,1,12,5,2
경남,거창군,6,18,0,14,5,2
경남,거창군,7,34,0,17,27,7
