시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
경남,거창군,8,29,0,15,20,6
경남,거창군,9,31,1,15,19,6
경남,거창군,10,39,0,22,21,4
경남,거창군,11,26,1,18,8,2
경남,거창군,12,17,2,11,5,2
경남,합천군,1,16,1,6,13,2
경남,합천군,2,13,0,8,9,1
경남,합천군,3,16,0,10,7,2
경남,합천군,4,14,0,11,9,1
경남,합천군,5,15,1,13,5,0
경남,합천군,6,16,1,22,16,0
경남,합천군,7,11,1,3,9,0
경남,합천군,8,11,2,7,8,1
경남,합천군,9,17,4,10,10,1
경남,합천군,10,15,1,9,8,1
경남,합천군,11,17,1,13,7,0
경남,합천군,12,15,1,11,8,0
경남,창원시(통합),1,271,9,154,217,21
경남,창원시(통합),2,243,2,115,232,16
경남,창원시(통합),3,316,7,165,288,10
경남,창원시(통합),4,307,2,151,287,19
경남,창원시(통합),5,269,1,162,254,17
경남,창원시(통합),6,276,14,138,213,13
경남,창원시(통합),7,291,6,147,273,13
경남,창원시(통합),8,241,11,132,214,9
경남,창원시(통합),9,298,7,137,299,19
경남,창원시(통합),10,299,6,156,259,10
경남,창원시(통합),11,294,5,124,263,20
경남,창원시(통합),12,282,3,141,273,23
제주,제주시,1,268,4,88,269,27
제주,제주시,2,213,6,85,226,22
제주,제주시,3,274,4,110,283,28
제주,제주시,4,275,2,84,279,44
제주,제주시,5,294,6,99,301,39
제주,제주시,6,280,4,115,283,41
제주,제주시,7,306,5,101,320,71
제주,제주시,8,301,5,101,304,65
제주,제주시,9,276,7,88,290,29
제주,제주시,10,327,3,109,379,55
제주,제주시,11,286,6,87,281,26
제주,제주시,12,282,6,98,277,42
제주,서귀포시,1,120,4,53,91,39
제주,서귀포시,2,76,3,47,75,22
제주,서귀포시,3,78,2,36,71,17
제주,서귀포시,4,117,2,52,107,34
제주,서귀포시,5,97,1,51,72,25
제주,서귀포시,6,99,3,50,68,21
제주,서귀포시,7,94,2,50,60,32
제주,서귀포시,8,124,5,65,130,35
제주,서귀포시,9,108,3,55,79,25
제주,서귀포시,10,124,3,66,85,25
제주,서귀포시,11,107,2,60,103,21
제주,서귀포시,12,119,5,59,78,37
대구,중구,1,73,1,21,63,11
대구,중구,2,91,0,15,86,18
대구,중구,3,113,1,37,113,19
대구,중구,4,103,2,44,77,21
대구,중구,5,116,1,44,93,32
대구,중구,6,69,0,29,61,14
대구,중구,7,122,0,37,112,34
대구,중구,8,102,0,36,99,17
대구,중구,9,96,0,29,80,21
대구,중구,10,99,1,28,98,17
대구,중구,11,114,0,31,123,25
대구,중구,12,121,1,32,116,36
대구,동구,1,139,0,42,147,18
대구,동구,2,114,4,41,115,8
대구,동구,3,127,2,53,113,19
대구,동구,4,133,0,44,120,13
대구,동구,5,148,1,51,145,17
대구,동구,6,141,0,49,143,20
대구,동구,7,147,1,45,168,19
대구,동구,8,157,0,52,171,23
대구,동구,9,175,2,69,167,18
대구,동구,10,171,2,61,153,18
대구,동구,11,152,2,52,168,13
대구,동구,12,133,1,44,139,8
대구,서구,1,117,3,46,98,9
대구,서구,2,93,0,34,80,16
대구,서구,3,106,1,52,86,11
대구,서구,4,120,1,50,120,12
대구,서구,5,148,1,47,149,25
대구,서구,6,126,1,45,127,11
대구,서구,7,119,0,44,114,17
대구,서구,8,108,0,38,97,14
대구,서구,9,122,1,52,117,19
대구,서구,10,134,1,47,131,24
대구,서구,11,135,2,71,110,18
대구,서구,12,123,2,54,126,18
대구,남구,1,58,0,23,58,3
대구,남구,2,71,1,20,78,7
대구,남구,3,64,1,18,70,5
대구,남구,4,71,0,29,71,12
대구,남구,5,96,0,41,89,10
대구,남구,6,72,0,33,62,7
대구,남구,7,82,1,23,78,4
대구,남구,8,97,2,28,89,11
대구,남구,9,88,1,25,83,6
대구,남구,10,90,0,31,84,13
대구,남구,11,104,1,30,87,15
대구,남구,12,79,0,30,75,10
대구,북구,1,202,3,70,183,31
대구,북구,2,182,2,78,176,25
대구,북구,3,186,3,65,182,14
대구,북구,4,197,3,68,216,25
대구,북구,5,200,3,68,211,21
대구,북구,6,199,2,92,184,18
대구,북구,7,249,4,93,196,30
대구,북구,8,193,1,66,195,23
대구,북구,9,185,0,71,172,23
대구,북구,10,205,3,72,195,19
대구,북구,11,222,4,71,221,28
대구,북구,12,210,2,86,178,24
대구,수성구,1,163,3,65,143,19
대구,수성구,2,135,1,56,159,9
대구,수성구,3,175,7,76,126,28
대구,수성구,4,169,3,61,173,15
대구,수성구,5,213,1,90,179,30
대구,수성구,6,175,2,69,153,19
대구,수성구,7,193,4,75,204,18
대구,수성구,8,148,0,51,137,8
대구,수성구,9,178,1,82,154,19
대구,수성구,10,182,3,79,156,22
대구,수성구,11,203,3,91,165,31
대구,수성구,12,186,1,75,188,18
대구,달서구,1,292,4,79,310,42
대구,달서구,2,239,3,54,271,23
대구,달서구,3,305,0,81,317,25
대구,달서구,4,313,4,86,315,32
대구,달서구,5,309,4,93,301,26
대구,달서구,6,280,2,101,259,36
대구,달서구,7,314,3,117,318,41
대구,달서구,8,277,2,94,262,29
대구,달서구,9,311,4,77,300,39
대구,달서구,10,318,3,97,281,31
대구,달서구,11,285,0,120,274,25
대구,달서구,12,250,4,85,243,38
대구,달성군,1,62,3,21,66,3
대구,달성군,2,61,0,28,49,6
대구,달성군,3,72,3,38,63,11
대구,달성군,4,63,2,31,62,10
대구,달성군,5,76,2,33,71,6
대구,달성군,6,67,0,28,59,8
대구,달성군,7,72,5,42,66,3
대구,달성군,8,59,4,27,45,3
대구,달성군,9,68,2,31,50,3
대구,달성군,10,77,3,34,84,8
대구,달성군,11,65,0,36,54,6
대구,달성군,12,64,3,30,54,7
인천,중구,1,34,1,13,36,6
인천,중구,2,25,3,17,28,3
인천,중구,3,38,2,15,37,5
인천,중구,4,40,1,13,40,2
인천,중구,5,48,0,20,55,11
인천,중구,6,38,1,16,30,3
인천,중구,7,38,0,17,42,9
인천,중구,8,48,1,24,55,5
인천,중구,9,46,0,22,54,12
인천,중구,10,49,1,23,41,12
인천,중구,11,47,0,14,51,9
인천,중구,12,30,1,14,29,7
인천,동구,1,4,0,1,4,0
인천,동구,2,21,0,13,18,1
인천,동구,3,11,0,3,9,3
인천,동구,4,10,0,7,3,1
인천,동구,5,11,0,2,13,1
인천,동구,6,4,0,1,3,2
인천,동구,7,17,2,12,14,1
인천,동구,8,15,3,7,13,0
인천,동구,9,10,0,4,12,1
인천,동구,10,8,0,3,5,1
인천,동구,11,12,0,8,8,2
인천,동구,12,10,0,3,12,1
인천,미추홀구,1,92,0,31,81,9
인천,미추홀구,2,90,2,22,95,8
인천,미추홀구,3,103,3,34,93,16
인천,미추홀구,4,106,2,35,103,11
인천,미추홀구,5,117,0,38,148,8
인천,미추홀구,6,98,1,27,78,9
인천,미추홀구,7,135,2,41,162,10
인천,미추홀구,8,110,3,41,112,8
인천,미추홀구,9,100,1,28,119,15
인천,미추홀구,10,120,0,37,116,8
인천,미추홀구,11,131,2,39,141,6
인천,미추홀구,12,125,2,38,128,10
인천,부평구,1,112,2,54,120,9
인천,부평구,2,102,1,48,89,4
인천,부평구,3,133,1,61,122,10
인천,부평구,4,102,1,43,103,15
인천,부평구,5,136,0,58,151,10
인천,부평구,6,122,4,45,119,5
인천,부평구,7,127,2,54,125,9
인천,부평구,8,106,0,45,107,6
인천,부평구,9,105,1,41,84,5
인천,부평구,10,133,2,53,135,8
인천,부평구,11,138,1,58,134,6
인천,부평구,12,131,2,47,135,2
인천,남동구,1,154,2,54,190,12
인천,남동구,2,148,1,41,169,8
인천,남동구,3,166,0,65,193,7
인천,남동구,4,151,0,54,156,5
인천,남동구,5,175,0,55,159,11
인천,남동구,6,173,2,58,200,7
인천,남동구,7,146,0,64,156,5
인천,남동구,8,169,1,63,189,11
인천,남동구,9,182,3,69,199,16
인천,남동구,10,193,6,81,176,9
인천,남동구,11,173,2,68,175,12
인천,남동구,12,149,2,45,206,5
인천,서구,1,102,2,40,103,10
인천,서구,2,94,3,90,191,23
인천,서구,3,108,5,34,108,9
인천,서구,4,114,3,39,116,9
인천,서구,5,127,3,49,155,5
인천,서구,6,111,1,43,114,9
인천,서구,7,121,3,33,134,3
인천,서구,8,138,2,47,146,10
인천,서구,9,98,2,44,90,8
인천,서구,10,116,1,41,107,8
인천,서구,11,135,1,41,137,9
인천,서구,12,140,0,55,141,13
인천,연수구,1,50,0,19,68,1
인천,연수구,2,47,1,20,49,3
인천,연수구,3,63,0,34,58,3
인천,연수구,4,59,2,20,67,5
인천,연수구,5,81,0,36,78,1
인천,연수구,6,51,3,25,52,3
인천,연수구,7,47,0,25,48,2
인천,연수구,8,59,2,28,50,1
인천,연수구,9,52,1,22,54,1
인천,연수구,10,68,1,34,71,0
인천,연수구,11,69,2,35,72,1
인천,연수구,12,60,3,34,51,2
인천,계양구,1,64,5,24,79,0
인천,계양구,2,65,0,39,54,2
인천,계양구,3,80,1,35,81,3
인천,계양구,4,97,0,42,89,4
인천,계양구,5,104,2,57,96,6
인천,계양구,6,93,0,32,82,5
인천,계양구,7,81,1,27,80,4
인천,계양구,8,75,0,41,80,7
인천,계양구,9,65,2,32,52,7
인천,계양구,10,84,2,39,76,2
인천,계양구,11,86,1,44,71,3
인천,계양구,12,75,4,33,69,5
인천,강화군,1,15,0,8,16,1
인천,강화군,2,7,1,6,4,0
인천,강화군,3,18,0,8,19,0
인천,강화군,4,15,0,14,15,1
인천,강화군,5,22,0,11,23,1
인천,강화군,6,19,0,18,5,1
인천,강화군,7,22,0,25,15,1
인천,강화군,8,21,0,16,17,2
인천,강화군,9,26,1,18,15,1
인천,강화군,10,38,1,30,25,2
인천,강화군,11,21,0,13,20,0
인천,강화군,12,15,1,10,9,0
인천,옹진군,1,4,0,3,3,0
인천,옹진군,2,2,0,0,3,0
인천,옹진군,3,8,0,4,9,0
인천,옹진군,4,1,0,1,0,0
인천,옹진군,5,5,0,5,6,0
인천,옹진군,6,4,1,0,2,1
인천,옹진군,7,3,0,4,6,1
인천,옹진군,8,5,1,1,4,0
인천,옹진군,9,3,0,0,2,1
인천,옹진군,10,1,1,0,0,0
인천,옹진군,11,2,0,1,2,0
인천,옹진군,12,4,0,1,5,0
광주,동구,1,53,1,6,71,2
광주,동구,2,44,0,10,55,3
광주,동구,3,65,1,10,90,2
광주,동구,4,65,0,12,78,4
광주,동구,5,68,1,23,93,2
광주,동구,6,40,0,5,55,2
광주,동구,7,50,0,14,59,1
광주,동구,8,42,0,6,62,2
광주,동구,9,62,1,17,76,6
광주,동구,10,70,1,17,86,4
광주,동구,11,59,1,13,71,2
광주,동구,12,54,1,9,71,4
광주,서구,1,162,2,28,207,3
광주,서구,2,118,1,25,185,3
광주,서구,3,159,0,34,246,9
광주,서구,4,186,3,46,237,7
광주,서구,5,188,2,47,233,3
광주,서구,6,164,2,35,210,4
광주,서구,7,198,4,50,275,4
광주,서구,8,167,1,28,204,6
광주,서구,9,183,2,35,241,2
광주,서구,10,192,1,27,291,10
광주,서구,11,202,4,37,287,9
광주,서구,12,180,1,32,274,2
광주,북구,1,179,5,31,224,6
광주,북구,2,140,2,37,201,5
광주,북구,3,178,2,38,279,4
광주,북구,4,189,3,45,235,4
광주,북구,5,199,4,46,281,10
광주,북구,6,165,0,29,226,8
광주,북구,7,191,3,46,239,5
광주,북구,8,177,3,34,253,9
광주,북구,9,194,2,44,249,11
광주,북구,10,181,2,39,244,6
광주,북구,11,188,1,39,245,5
광주,북구,12,190,3,39,246,13
광주,광산구,1,165,2,31,206,6
광주,광산구,2,146,2,23,204,12
광주,광산구,3,172,1,32,247,7
광주,광산구,4,172,0,35,247,8
광주,광산구,5,171,2,33,227,15
광주,광산구,6,149,1,27,202,8
광주,광산구,7,170,0,32,250,8
광주,광산구,8,147,1,32,223,5
광주,광산구,9,170,5,26,256,10
광주,광산구,10,166,5,37,236,3
광주,광산구,11,198,4,41,253,8
광주,광산구,12,174,4,40,237,10
광주,남구,1,68,1,19,90,2
광주,남구,2,72,1,13,106,12
광주,남구,3,94,3,20,148,15
광주,남구,4,64,1,18,72,3
광주,남구,5,67,0,14,87,4
광주,남구,6,73,0,12,84,6
광주,남구,7,83,0,12,109,8
광주,남구,8,62,1,10,65,5
광주,남구,9,87,2,14,111,7
광주,남구,10,98,1,29,98,5
광주,남구,11,85,0,18,118,4
광주,남구,12,69,0,11,72,4
대전,동구,1,77,2,27,83,3
대전,동구,2,75,4,36,66,3
대전,동구,3,90,2,26,89,2
대전,동구,4,89,0,22,97,5
대전,동구,5,116,3,30,123,4
대전,동구,6,86,2,33,84,3
대전,동구,7,94,0,35,114,4
대전,동구,8,97,2,36,104,2
대전,동구,9,129,0,40,131,0
대전,동구,10,117,4,30,112,1
대전,동구,11,132,2,34,160,4
대전,동구,12,92,1,44,103,4
대전,중구,1,80,3,34,91,0
대전,중구,2,51,0,16,55,1
대전,중구,3,94,2,42,84,0
대전,중구,4,103,0,31,124,2
대전,중구,5,108,0,39,131,5
대전,중구,6,97,0,40,123,1
대전,중구,7,129,2,42,143,0
대전,중구,8,120,2,50,130,4
대전,중구,9,106,1,34,143,3
대전,중구,10,111,2,47,121,3
대전,중구,11,105,2,45,101,0
대전,중구,12,113,0,47,133,2
대전,서구,1,168,4,65,190,11
대전,서구,2,133,2,44,132,1
대전,서구,3,174,1,58,214,4
대전,서구,4,191,2,71,210,4
대전,서구,5,176,2,54,232,8
대전,서구,6,162,1,64,177,3
대전,서구,7,212,2,51,262,7
대전,서구,8,187,0,57,192,4
대전,서구,9,220,2,66,275,14
대전,서구,10,201,0,56,238,11
대전,서구,11,235,6,54,296,11
대전,서구,12,206,1,52,265,11
대전,유성구,1,90,3,41,89,2
대전,유성구,2,65,1,21,75,4
대전,유성구,3,115,0,42,143,6
대전,유성구,4,124,0,44,152,2
대전,유성구,5,128,4,46,145,4
대전,유성구,6,108,5,40,114,2
대전,유성구,7,135,1,57,150,4
대전,유성구,8,116,1,40,126,6
대전,유성구,9,127,3,46,153,2
대전,유성구,10,152,1,47,181,3
대전,유성구,11,149,3,48,195,5
대전,유성구,12,140,1,46,183,4
대전,대덕구,1,54,0,26,45,0
대전,대덕구,2,32,2,18,33,0
대전,대덕구,3,44,2,24,36,0
대전,대덕구,4,59,1,21,61,3
대전,대덕구,5,58,1,16,66,2
대전,대덕구,6,66,2,33,59,0
대전,대덕구,7,82,0,35,79,1
대전,대덕구,8,86,1,33,89,13
대전,대덕구,9,65,0,27,66,5
대전,대덕구,10,78,3,36,72,3
대전,대덕구,11,68,2,27,68,4
대전,대덕구,12,84,1,26,90,3
울산,중구,1,77,0,22,90,12
울산,중구,2,75,2,33,74,8
울산,중구,3,84,3,41,65,6
울산,중구,4,86,2,34,92,7
울산,중구,5,88,0,29,83,8
울산,중구,6,91,1,44,77,13
울산,중구,7,93,0,35,84,15
울산,중구,8,97,1,36,107,11
울산,중구,9,88,1,31,73,13
울산,중구,10,89,0,45,79,15
울산,중구,11,89,0,41,73,9
울산,중구,12,79,1,30,65,16
울산,남구,1,142,4,63,124,6
울산,남구,2,137,0,60,126,4
울산,남구,3,124,1,46,118,7
울산,남구,4,151,1,49,161,10
울산,남구,5,164,1,56,176,7
울산,남구,6,146,2,66,133,8
울산,남구,7,188,5,62,181,15
울산,남구,8,154,2,67,148,12
울산,남구,9,137,2,52,129,13
울산,남구,10,144,0,46,165,12
울산,남구,11,167,1,56,160,11
울산,남구,12,152,3,60,149,6
울산,동구,1,42,0,17,33,0
울산,동구,2,29,1,13,27,0
울산,동구,3,44,1,17,45,0
울산,동구,4,47,2,17,38,1
울산,동구,5,39,2,24,52,2
울산,동구,6,53,2,18,55,4
울산,동구,7,59,0,24,38,3
울산,동구,8,55,0,31,30,1
울산,동구,9,61,2,32,35,3
울산,동구,10,67,1,36,58,1
울산,동구,11,48,0,27,37,0
울산,동구,12,48,1,23,36,0
울산,북구,1,87,2,37,80,11
울산,북구,2,60,3,37,65,10
울산,북구,3,59,0,36,51,19
울산,북구,4,65,0,44,53,9
울산,북구,5,64,1,28,56,7
울산,북구,6,85,3,32,85,18
울산,북구,7,51,1,17,59,9
울산,북구,8,61,0,33,67,9
울산,북구,9,75,1,26,76,8
울산,북구,10,95,2,48,109,9
울산,북구,11,81,4,29,108,7
울산,북구,12,63,0,33,59,9
울산,울주군,1,90,5,41,68,18
울산,울주군,2,53,2,25,50,11
울산,울주군,3,89,1,43,65,16
울산,울주군,4,92,4,42,94,27
울산,울주군,5,87,5,39,79,16
울산,울주군,6,84,1,39,63,20
울산,울주군,7,111,2,45,85,23
울산,울주군,8,83,1,44,71,22
울산,울주군,9,97,4,49,83,14
울산,울주군,10,91,4,37,78,15
울산,울주군,11,112,0,49,111,37
울산,울주군,12,99,3,39,105,29
세종,세종시,1,33,3,28,31,0
세종,세종시,2,31,0,18,38,0
세종,세종시,3,37,1,23,42,0
세종,세종시,4,47,1,28,62,4
세종,세종시,5,61,1,31,61,3
세종,세종시,6,55,2,27,58,4
세종,세종시,7,55,3,33,52,11
세종,세종시,8,41,5,27,33,1
세종,세종시,9,42,0,24,43,1
세종,세종시,10,46,2,19,41,3
세종,세종시,11,50,0,29,41,4
세종,세종시,12,38,1,24,43,0
,,,,,,,
